Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,45.2599983215332,45.90999984741211,44.130001068115234,45.20000076293945,30.881916046142578,3279700
2009-01-05,44.7599983215332,45.0099983215332,43.29999923706055,44.529998779296875,30.424148559570312,5171400
2009-01-06,43.15999984741211,44.31999969482422,42.720001220703125,43.16999816894531,29.494958877563477,5138700
2009-01-07,42.470001220703125,43.119998931884766,41.209999084472656,41.459999084472656,28.32662582397461,5189100
2009-01-08,41.70000076293945,42.630001068115234,40.970001220703125,42.22999954223633,28.852731704711914,4012700
2009-01-09,42.29999923706055,42.720001220703125,41.56999969482422,41.97999954223633,28.681917190551758,3578800
2009-01-12,41.84000015258789,42.63999938964844,40.599998474121094,41.029998779296875,28.03285026550293,3964400
2009-01-13,40.54999923706055,42.099998474121094,40.27000045776367,41.790000915527344,28.552093505859375,4377700
2009-01-14,40.849998474121094,41.52000045776367,39.689998626708984,40.0,27.329113006591797,5199400
2009-01-15,40.06999969482422,40.70000076293945,38.290000915527344,39.97999954223633,27.315448760986328,6465400
2009-01-16,40.83000183105469,41.7400016784668,39.59000015258789,41.04999923706055,28.0465087890625,5471800
2009-01-20,39.880001068115234,42.70000076293945,38.36000061035156,38.36000061035156,26.20862579345703,9106100
2009-01-21,40.11000061035156,40.95000076293945,38.529998779296875,40.619998931884766,27.752723693847656,7560700
2009-01-22,39.91999816894531,40.5,38.40999984741211,38.560001373291016,26.345266342163086,7341000
2009-01-23,37.939998626708984,38.38999938964844,36.7400016784668,37.91999816894531,25.908002853393555,6146000
2009-01-26,38.5099983215332,39.349998474121094,37.16999816894531,37.58000183105469,25.675716400146484,6193300
2009-01-27,38.52000045776367,40.38999938964844,38.040000915527344,39.88999938964844,27.253963470458984,11452400
2009-01-28,41.650001525878906,41.83000183105469,39.61000061035156,41.2400016784668,28.176321029663086,10287400
2009-01-29,40.11000061035156,40.650001525878906,39.22999954223633,39.43000030517578,26.93968391418457,5802400
2009-01-30,39.86000061035156,40.150001525878906,38.189998626708984,38.63999938964844,26.399940490722656,5699700
2009-02-02,37.790000915527344,39.13999938964844,37.349998474121094,38.790000915527344,26.50241470336914,4101900
2009-02-03,39.13999938964844,39.560001373291016,38.63999938964844,39.189998626708984,26.775711059570312,4209500
2009-02-04,39.40999984741211,39.459999084472656,38.380001068115234,38.630001068115234,26.39310646057129,4688200
2009-02-05,38.290000915527344,38.97999954223633,38.119998931884766,38.279998779296875,26.153972625732422,6212000
2009-02-06,38.599998474121094,39.90999984741211,38.4900016784668,39.720001220703125,27.1378116607666,6492500
2009-02-09,39.849998474121094,40.810001373291016,39.59000015258789,40.61000061035156,27.745893478393555,3824200
2009-02-10,40.220001220703125,40.959999084472656,38.59000015258789,38.84000015258789,26.53657341003418,8352300
2009-02-11,39.29999923706055,41.040000915527344,38.83000183105469,40.959999084472656,27.985029220581055,5936900
2009-02-12,40.0099983215332,41.849998474121094,39.779998779296875,41.7400016784668,28.517953872680664,6369100
2009-02-13,41.38999938964844,41.75,40.20000076293945,40.369998931884766,27.581905364990234,5385500
2009-02-17,39.720001220703125,40.02000045776367,38.349998474121094,39.16999816894531,26.762048721313477,7945000
2009-02-18,40.0,40.189998626708984,38.4900016784668,38.93000030517578,26.598068237304688,6125900
2009-02-19,39.560001373291016,40.0,38.43000030517578,38.5,26.30427360534668,6544600
2009-02-20,37.16999816894531,39.0099983215332,36.7599983215332,38.34000015258789,26.194965362548828,8947600
2009-02-23,38.4900016784668,38.709999084472656,37.470001220703125,37.4900016784668,25.614221572875977,7462900
2009-02-24,38.16999816894531,39.33000183105469,37.02000045776367,39.2400016784668,26.80987548828125,9213300
2009-02-25,39.41999816894531,39.41999816894531,37.04999923706055,37.900001525878906,25.89434051513672,8022000
2009-02-26,38.63999938964844,38.70000076293945,36.22999954223633,36.709999084472656,25.0813045501709,7965500
2009-02-27,35.709999084472656,36.970001220703125,35.0,36.150001525878906,24.698694229125977,8397800
2009-03-02,35.290000915527344,37.099998474121094,35.2400016784668,35.709999084472656,24.398075103759766,8812700
2009-03-03,36.40999984741211,36.65999984741211,34.439998626708984,34.75,23.74216651916504,7875900
2009-03-04,34.27000045776367,36.31999969482422,34.189998626708984,35.63999938964844,24.350248336791992,7082400
2009-03-05,34.599998474121094,35.4900016784668,33.2599983215332,33.939998626708984,23.18876075744629,8570800
2009-03-06,33.77000045776367,34.65999984741211,33.209999084472656,34.439998626708984,23.740219116210938,9094300
2009-03-09,33.84000015258789,34.75,33.06999969482422,33.52000045776367,23.106037139892578,6674600
2009-03-10,34.2400016784668,35.689998626708984,33.13999938964844,35.689998626708984,24.601865768432617,10364700
2009-03-11,35.77000045776367,36.130001068115234,34.099998474121094,35.040000915527344,24.153812408447266,7776400
2009-03-12,34.88999938964844,37.279998779296875,33.95000076293945,37.029998779296875,25.525550842285156,9133800
2009-03-13,37.16999816894531,38.45000076293945,36.279998779296875,38.34000015258789,26.428571701049805,7940200
2009-03-16,38.75,39.869998931884766,38.0,38.130001068115234,26.283803939819336,9041800
2009-03-17,38.09000015258789,40.18000030517578,37.560001373291016,40.16999816894531,27.690019607543945,7646300
2009-03-18,39.720001220703125,41.16999816894531,38.36000061035156,41.15999984741211,28.372459411621094,11889500
2009-03-19,41.900001525878906,41.900001525878906,39.119998931884766,39.310001373291016,27.097206115722656,7690200
2009-03-20,39.31999969482422,40.11000061035156,38.720001220703125,38.810001373291016,26.75255012512207,7117800
2009-03-23,39.20000076293945,41.04999923706055,39.029998779296875,40.90999984741211,28.200130462646484,10197800
2009-03-24,40.220001220703125,41.06999969482422,38.630001068115234,39.209999084472656,27.028276443481445,8490000
2009-03-25,39.16999816894531,40.2599983215332,38.0099983215332,40.220001220703125,27.724502563476562,8452200
2009-03-26,40.61000061035156,40.720001220703125,39.06999969482422,40.060001373291016,27.614215850830078,9170700
2009-03-27,39.0,40.119998931884766,38.45000076293945,39.349998474121094,27.124786376953125,7624700
2009-03-30,38.88999938964844,40.369998931884766,38.11000061035156,38.52000045776367,26.552656173706055,9862100
2009-03-31,39.38999938964844,40.79999923706055,38.77000045776367,40.63999938964844,28.01400375366211,9502200
2009-04-01,40.369998931884766,42.45000076293945,39.79999923706055,42.13999938964844,29.047988891601562,9245400
2009-04-02,43.209999084472656,43.86000061035156,41.15999984741211,41.970001220703125,28.930789947509766,10930500
2009-04-03,41.54999923706055,42.650001525878906,41.16999816894531,42.61000061035156,29.371976852416992,7322900
2009-04-06,42.0099983215332,42.459999084472656,41.54999923706055,42.13999938964844,29.047988891601562,5056700
